Copyright © 2007 Nokia. All rights reserved.
This document is confidential information of Nokia.
Nokia operates a policy of continuous development.
The information which this document contains reflects our understanding at the time when presented.
Nokia reserves the right to revise this document or withdraw it at any time
without prior notice and states no obligation to update the data included in this document.
The contents of this document are provided "AS IS". 
Name,Description,RequirementID,Runtime variation name,Runtime variation ID
__EMAIL_UI,"Device has email UI components.","101-9949: Charlie i-mode: EU&DCM: Removing e-mail from Messaging centre application",KFeatureIdEmailUi,1410
__EN_POLICY_DOS,"""ENPolicy provides emergency number policy APIs and is used by phoneserver component.DOS emergency number policy checks emergency number by using ETel custom API.SOS emergency number policy checks emergency number by using ETel multimode API and System agent.""",,KFeatureIdEnPolicyDos,1118
__EQUALIZER,"Device supports equalizer.",,KFeatureIdEqualizer,1502
__EXE_PROTECTION,"""Applications are not allowed to be started from MMC, when this flag is enabled.""","101-10958: Charlie i-mode: EU&DCM: Application execution limitation",KFeatureIdExeProtection,1499
__EXTENDED_STARTUP,"Device boot framework supports starting also 3rd party applications upon the boot. By default only native applications can be started.",100-128,KFeatureIdExtendedStartup,1057
__FLASH_LITE_BROWSER_PLUGIN,"Device supports Macromedia Flash Lite plugin for Web Browser","107-10468: Flash Lite 1.1 Viewer in Series 60 2.8",KFeatureIdFlashLiteBrowserPlugin,1146
__FLASH_LITE_VIEWER,"Device supports Macromedia Flash Lite Viewer for opening and playing Flash content files (.SWF).","107-10468: Flash Lite 1.1 Viewer in Series 60 2.8",KFeatureIdFlashLiteViewer,1145
__FLIGHT_MODE,"Device suppors flight mode. Device can be used off-line. RF and Bluetooth transmitters are inactive and emergency call is not possible.",,KFeatureIdFlightMode,6
__FMTX,"The feature flag is used to enable/disable the FM radio transmitter.",,-,
__FM_RADIO,"Device contains support for FM radio (TunerUtility and RadioServer components).",,KFeatureIdFmRadio,5
__GENERAL_SEARCH_FRAMEWORK,"""This feature finds keywords in application data files, databases, services and locations available in mobile environment. This flag controls the framework (engine) part of the search feature.""","102-2878 In-Device Search",KFeatureIdGeneralSearchFramework,1648
__GENERAL_SEARCH_UI,"""This feature finds keywords in application data files, databases, services and locations available in mobile environment. This flag controls the UI part of the search feature.""","102-2878 In-Device Search",KFeatureIdGeneralSearchUi,1649
__HANDWRITING_RECOGNITION_INPUT,"Device supports handwriting recognition input.","107-9221: ScaleII: Latin handwriting recognition",KFeatureIdHandwritingRecognitionInput,1604
__HINDI_ROM_CONTENT,"Device supports Hindi fonts. Flag may be used only in IBY files.",,KFeatureIdHindiRomContent,1636
__HSXPA_SUPPORT,"""When the feature flag is set, HSDPA setting item is visible for the user.""","107-24769: Setting to enable/disable High speed (HS) channel",KFeatureIdHsxpaSupport,1666
__HTTP_DIGEST_AUTH,"HTTP digest authentication",,KFeatureIdHttpDigestAuth,1084
__HWRM_TARGET_MODIFIER_PLUGIN,"HWRM Target Modifier Plug-in (TMP) is responsible for device specific target modifications according to target activation status. Customers desiring custom functionality can simply replace the entire plug-in by udefining the flag and implementing own plug-in.","101-19650: Backlight control: Device mode event configurability",KFeatureIdHwrmTargetModifierPlugin,1665
__ID3V2_METADATA,"""The component provides metadata information for music clients based on the 2.2,2.3,and 2.4 standards of ID3V2.""",107-3029,KFeatureIdId3V2Metadata,495
__IETD,"""Device supports Image enhancement for transflective display. If this feature is on,  the Display Enhancements Adaptation API has to be implemented.""",,KFeatureIdIetd,4
__IM,"Device supports Instant Messaging feature of the Wireless Village initiative",,KFeatureIdIm,33
__IMAGE_UPLOAD,"Device supports Image Upload feature.",,KFeatureIdImageUpload,1086
__IMAGE_VIEWER,"Flag controls whether the Image Viewer application is included in rom image.","107-23368: Clean Replacement of S60 Gallery phase I",KFeatureIdImageViewer,1682
__IMPS_STANDALONE_IP_CIR,"""Wireless Village features (__IM & __DPB) support standalone TCP/IP binding for Communication Initiation Request (CIR).  The TCP/IP binding uses persistent connection from the client to WV server to providelow-latency always-on CIR channel.""",,KFeatureIdImpsStandaloneIpCir,34
__INCLUDE_AAC_CMMFCODEC,"AAC CMMFCodec (all-ARM software implementation) is included in build  to be used by some other client than controller plug-in component.",,KFeatureIdIncludeAacCMMFCodec,492
__INCLUDE_AMR_NB_CMMFCODEC,"AMR NB CMMFCodec (all-ARM software implementation) is included in build to be used by some other client  than controller plug-in component.",,KFeatureIdIncludeAmrNbCMMFCodec,289
__INCLUDE_AMR_WB_CMMFCODEC,"AMR WB CMMFCodec (all-ARM software implementation) is included in build  to be used by some other client than controller plug-in component.",,KFeatureIdIncludeAmrWbCMMFCodec,491
__INCLUDE_EAACPLUS_CMMFCODEC,"This flag is used to indicate that the eAAC+ soft codec should be included in ROM.",,KFeatureIdIncludeEaacplusCmmfcodec,1521
__INCLUDE_MP3_CMMFCODEC,"MP3 CMMFCodec (all-ARM software implementation) is included in build  to be used by some other client than controller plug-in component.",,KFeatureIdIncludeMp3CMMFCodec,493
__INCLUDE_QCELP_CMMFCODEC,"QCELP CMMFCodec (all-ARM software implementation) is included in build  to be used by some other client  than controller plug-in component.",,KFeatureIdIncludeQcelpCMMFCodec,494
__INDIC_ROM_CONTENT,"Device supports Indic fonts. Flag may be used only in IBY files.",,KFeatureIdIndicRomContent,1694
__INSTALLER_SISX,"Device supports native Symbian OS installation packages.","107-144: Migrate SW Install application to platform security",KFeatureIdInstallerSisx,1411
__IPSEC,"Device supports IP Security (IPSec). The IPSec is a set of protocols developed by the IETF to support secure exchange of packets at the IP layer. IPsec has been deployed widely to implement Virtual Private Networks (VPNs).  ",,KFeatureIdIpsec,102
__IPV4_NAT,"Device supports network address translation of IP (version 4) connections.",,KFeatureIdIPv4Nat,313
__IPV6,"Device application Uis support IPV6.",,KFeatureIdIPv6,1088
__IP_PUSH,"Device supports IP Push feature.","101-9964: Charlie i-mode: DCM only: IP Push",KFeatureIdIpPush,1409
__IRDA,"Device supports Infrared.",,KFeatureIdIrda,11
__I_CAL_SUPPORT,"This flag enables I-Cal syncronization.",,KFeatureIdICalSupport,1588
__JAPANESE_PICTOGRAPHS_GROUPING,"Activates alternative grouping of Japanese pictographs. This feature is effective only if __JAPANESE_PICTOGRAPHS is also defined.",,KFeatureIdJapanesePictographsGrouping,1500
__JAVA,"""Java platform binaries are included to the phone image. When __JAVA feature flag is undefined, other feature flags starting with __JAVA_ does not have any effect on platform functionality. See also feature flag __JAVA_STUBS.""","107-24512: Non-Java support for S60 builds",KFeatureIdJava,1687
__JAVA_3DAPI,"Java implementation supports 3D API  (JSR184)",,KFeatureIdJava3DAPI,146
__JAVA_API_ENHANCEMENTS_IAP,"Support for Java API enhancements which provides access to internet access point settings and allows the selection of the destination network.","107-22800: MATURIZATION: Java Mobinfo API enables reading phone settings",KFeatureIdJavaApiEnhancementsIap,1667
__JAVA_API_ENHANCEMENTS_MOBINFO,"""Support for Java API enhancements which provides access to telephony properties and services. These properties include IMEI, IMSI, battery change level, network signal strength and network country code.""","107-24744: Java: IAP Info API ; 101-23273: Java: IAP Control API",KFeatureIdJavaApiEnhancementsMobinfo,1668
__JAVA_ESWT,"Support for Embedded Standard Widget Toolkit. ","101-26438: Java eSWT-UI",KFeatureIdJavaESWT,1664
__JAVA_FILEAPI,"Java implementation supports Java File API (JSR75)",,KFeatureIdJavaFileAPI,144
__JAVA_J2MEWEBSERVICESAPI,"""Java J2ME Web Services API (JSR-172) compliancy.Provides two new capabilities to the J2ME platform: (1) access to remote SOAP / XML based web services(2) parsing XML data""","JSR-172 compliancy",KFeatureIdJ2MEWebServicesAPI,150
__JAVA_JSR177_SECURITY_AND_TRUST_SERVICES_APDU,"Flag enables the optional APDU part of Java Adaptation of the Security and Trust Services API JSR 177 implementation. ","107-17079: Security and Trust Services API JSR 177: SATSA-APDU support",KFeatureIdJavaJsr177SecurityAndTrustServicesApdu,1585
__JAVA_JSR177_SECURITY_AND_TRUST_SERVICES_CRYPTO,"Flag enables the optional Crypto part of Java Adaptation of the Security and Trust Services API JSR 177 implementation. ",,KFeatureIdJavaJsr177SecurityAndTrustServicesCrypto,1587
__JAVA_JSR177_SECURITY_AND_TRUST_SERVICES_PKI,"Flag enables the optional PKI part of Java Adaptation of the Security and Trust Services API JSR 177 implementation. ",,KFeatureIdJavaJsr177SecurityAndTrustServicesPki,1586
__JAVA_JSR205_WMA_2_0_SUPPORT,"""Device supports JSR 205, WMA 2.0 specification.""","107-71: Wireless Messaging API (WMA) 2.0 JSR 205",KFeatureIdJavaJsr205Wma20Support,1415
__JAVA_JSR_177_SECURITY_AND_TRUST_SERVICES,"""Device supports JSR 177, Security and Trust Services API for J2ME""","101-2731: Security and Trust Services API JSR 177",KFeatureIdJavaJsr177SecurityAndTrustServices,1419
__JAVA_JSR_180_SIP_API,"""Device supports JSR 180, SIP API for J2ME""","101-5347: SIP API JSR 180",KFeatureIdJavaJsr180SipAPI,1417
__JAVA_JSR_226_2D_SVG_API,"""Device supports JSR 226, Scalable 2D Vector Graphics API for J2ME""","101-5348: Scalable 2D Vector Graphics API JSR 226",KFeatureIdJavaJsr2262DSvgAPI,1418
__JAVA_JSR_234_3D_AUDIO_AND_MUSIC_CAPABILITIES,"""Device supports JSR 234, Advanced Multimedia Supplements""","107-3791: 3D audio capability and music capability for Advanced Multimedia Supplements JSR 234",KFeatureIdJavaJsr2343DAudioAndMusicCapabilities,1416
__JAVA_LOCATIONAPI,"Java implementation supports Java Location API (JSR-179)",,KFeatureIdJavaLocationAPI,147
__JAVA_MIDP20,"Device has Java MIDP2.0.",,KFeatureIdJavaMIDP20,1413
__JAVA_MMAPI11,"Java implementation supports Java Mobile Media API (JSR135) version 1.1",,KFeatureIdJavaMMAPI11,143
__JAVA_PIMAPI,"Java implementation supports Java PIM API (JSR75)",,KFeatureIdJavaPIMAPI,145
__JAVA_STUBS,"""__JAVA_STUBS flag is defined, the build script is building only stubs of APIs published by the Java domain. If the flag is not defined, both the functional components and stub components are build. This flag must be defined if the licensee do not have Java source code and would like to build the whole S60. Note that it is possible to create S60 image with Java functionality if Java binaries have been delivered to the licensee. More information is available in __JAVA flag definition.""","107-24512: Non-Java support for S60 builds",KFeatureIdJavaStubs,1688
__KEEP_DRM_CONTENT_ON_PHONE,"Device prevents transferring DRM protected content out of the phone. ",,KFeatureIdKeepDRMContentOnPhone,1506
__LANDMARKS,"Defines whether landmarks feature is supprted in the device.",,KFeatureIdLandmarks,112
__LANDMARKS_CONVERTER,"""This feature provides functionality for reading from and writing to the XML-based landmarks content format.Must always be supported due SDK APIs. There are two components with this feature:- Ecom plug-in under Landmarks API that converts from the landmarks content format to native landmark objects and vise versa. - Recognizer Plug-in to recognizer FW for detecting landmarks content format.""","100-7924: Landmark messaging",KFeatureIdLandmarksConverter,123
__LAYOUT176_208,"Device supports 176x208 resolution",,KFeatureIdLayout176_208,1123
__LAYOUT208_176,"Device supports 208x176 resolution",,KFeatureIdLayout208_176,1582
__LAYOUT208_208,"Device supports 208x208 resolution (square)",,KFeatureIdLayout208_208,1124
__LAYOUT_240_320,"Device supports 240x320 resolution (QVGA)",,KFeatureIdLayout240_320,1125
__LAYOUT_240_320_LARGE_SCREEN,"""Device supports 240x320 resolution (QVGA2 for larger screens, portrait)""",,KFeatureIdLayout240_320_LargeScreen,1621
__LAYOUT_240_320_QVGA3,"Device supports 240x320 resolution (QVGA3)",,KFeatureIdLayout240_320_QVGA3,1677
__LAYOUT_240_320_TOUCH,"""Device supports 240x320 resolution (QVGA, touch screen)""",,KFeatureIdLayout240_320_Touch,1625
__LAYOUT_320_240,"Device supports 320x240 resolution (QVGA landscape)",,KFeatureIdLayout320_240,1126
__LAYOUT_320_240_LARGE_SCREEN,"""Device supports 320x240 resolution (QVGA2 for larger screens, landscape)""",,KFeatureIdLayout320_240_LargeScreen,1622
__LAYOUT_320_240_QVGA3,"Device supports 320x240 resolution (QVGA3)",,KFeatureIdLayout320_240_QVGA3,1678
__LAYOUT_320_240_TOUCH,"""Device supports 320x240 resolution (QVGA landscape, touch screen)""",,KFeatureIdLayout320_240_Touch,1626
__LAYOUT_320_480,"Device supports 320x480 resolution (HVGA portrait)",,KFeatureIdLayout320_480,1617
__LAYOUT_320_480_TOUCH,"""Device supports 320x480 resolution (HVGA portrait, touch screen)""",,KFeatureIdLayout320_480_Touch,1627
__LAYOUT_352_416,"Device supports 352x416 resolution (double)",,KFeatureIdLayout352_416,1127
__LAYOUT_352_800,"Device supports 352x800 resolution (WVGA portrait)",,KFeatureIdLayout352_800,1620
__LAYOUT_360_640_TOUCH,"""Device supports 360x640 resolution (QHD portrait, touch screen)""","101-39113: Platform support for resolution 640 x 360 (QHD)",KFeatureIdLayout360_640_Touch,1701
__LAYOUT_416_352,"Device supports 416x352 resolution (double landscape)",,KFeatureIdLayout416_352,1128
__LAYOUT_480_320,"Device supports 480x320 resolution (HVGA landscape)",,KFeatureIdLayout480_320,1618
__LAYOUT_480_320_TOUCH,"""Device supports 480x320 resolution (HVGA landscape, touch screen)""",,KFeatureIdLayout480_320_Touch,1628
__LAYOUT_480_640,"Device supports 480x640 resolution (VGA portrait)",,KFeatureIdLayout480_640,1615
__LAYOUT_480_640_TOUCH,"""Device supports 480x640 resolution (VGA portrait, touch screen)""",,KFeatureIdLayout480_640_Touch,1623
__LAYOUT_640_360_TOUCH,"""Device supports 640x360 resolution (QHD landscape, touch screen)""","101-39113: Platform support for resolution 640 x 360 (QHD)",KFeatureIdLayout640_360_Touch,1700
__LAYOUT_640_480,"Device supports 640x480 resolution (VGA landscape)",,KFeatureIdLayout640_480,1616
__LAYOUT_640_480_TOUCH,"""Device supports 640x480 resolution (VGA landscape, touch screen)""",,KFeatureIdLayout640_480_Touch,1624
__LAYOUT_800_352,"Device supports 800x352 resolution (WVGA landscape)",,KFeatureIdLayout800_352,1619
__LIGHTSURF,"Flag is used to incorporate the LightSurf Picture Messaging transport engine into the release.",102-309,KFeatureIdLightSurf,243
__LOCATIONFRAMEWORKCORE,"Device supports location basic services.    Must always be supported due SDK APIs.",,KFeatureIdLocationFrameworkCore,114
__LOCATIONGPSHW,"Device has internal GPS hardware.",,KFeatureIdLocationGpsHw,1138
__LOCATIONSYSUI,"Device has Location system application.  Must always be supported due SDK APIs.","""UI CR, ID: JHEO-63ZGNM""",KFeatureIdLocationSysUi,124
__LOCATIONVERIFIER,"Device has a location verifier module.",,KFeatureIdLocationVerifier,1136
__LOCATION_CENTRE,"""Support for Location Centre. When enabled, Location Centre will be visible in Application Shell.""","108-854: Common Location Centre umbrella application to incorporate individual S60 location applications.",KFeatureIdLocationCentre,1702
__LOGGER_GPRS,"This flag defines whether Data Connection Logger component sets Attach Mode and Default APN parameters to TSY at system boot.",,KFeatureIdLoggerGprs,103
__MACROMEDIA_FLASH_6,"Device supports macrodia flash 6.",,KFeatureIdMacromediaFlash6,79
__MANNER_MODE,"""The Manner Mode can SET/CANCEL the following settings at one time by simply depressing the Manner Key.  ?Mute Ring tone?Vibration Ringer?Mute Key Confirmation Tone?Boost Mic Sensitivity?Mute Low Power Alarm-Shutter sound must not be mute""","107-17127: Rosetta i-Mode: DCM Only: Manner Mode",KFeatureIdMannerMode,1629
__MAP_AND_NAVIGATION_AIW_PROVIDER,"This flag is intended to toggle presence of Map and Navigation AIW provider in ROM. ",,KFeatureIdMapAndNavigationAiwProvider,1602
__MEDIATOR,"Mediator is a server that extends mechanisms of inter-process communication. It supports creation of indirect interfaces for passing commands and events between clients and easy transfer of large amounts of data.","107-16200: PERFORMANCE III: System boot-up performance improvements",KFeatureIdMediator,1614
__MEDIA_TRANSFER_PROTOCOL,"Device supports MTP application.","102-6138: MTP: Support for Music Synchronization for S60 3.1 products 101-36552: MTP: Maturation of Music Synchronization for S60 3.2 products",KFeatureIdMediaTransferProtocol,1697
__MEETING_REQUEST_ENABLER,"This flag allows 3rd parties to implement their own meeting request solutions.",,KFeatureIdMeetingRequestEnabler,1590
__MEETING_REQUEST_SUPPORT,"Email and calendar support meeting request.","100-5952: Email to support Outlook meeting request",KFeatureIdMeetingRequestSupport,1508
__MIPV4,"Devices supports Mobile IPv4",,KFeatureIdMIPv4,312
__MIPV6,"Devices supports Mobile IPv6. ",,KFeatureIdMIPv6,106
__MMC,"Device supports Multimedia Card (MMC).",20016,KFeatureIdMmc,1
__MMCOMMSAVCONTROLLER,"Device supports Multimedia Comms Controller for OMA PoC.","""107-4955: Basic telephony, SIP telephony features, on-screen indicators""",KFeatureIdMmCommsAvController,505
__MMCOMMSCONTROLLER,"Device supports Multimedia Comms Controller for VoIP.","""107-4955: Basic telephony, SIP telephony features, on-screen indicators""",KFeatureIdMmCommsController,500
__MMCOMMSENGINE,"Device supports Multimedia Comms Engine for OMA PoC.","""107-4955: Basic telephony, SIP telephony features, on-screen indicators""",KFeatureIdMmCommsEngine,501
__MMC_EJECT,"Device supports software based eject triggered from the options menu by the user.",,KFeatureIdMmcEject,1683
__MMC_HOTSWAP,"Device supports MMC hotswap. A MMC card can be inserted and removed from device without removing battery or rebooting the device",100-6733,KFeatureIdMmcHotswap,1076
__MMC_LOCK,"Device supports locked (i.e. password protected) Multimedia cards.",,KFeatureIdMmcLock,1671
__MMF_DRM_UTILITY,"Enables a utility for 3rd party applications to play DRM encrypted audio.",102-2123,KFeatureIdMmfDrmUtility,496
__MMS,"Flag is used for inclusion or exclusion of components from the MMS UIs and MMS Engine subsystems.","103-1809: CDMA: Modifications to MMS UIs subsystem for adding Picture Mail support",KFeatureIdMMS,244
__MMS_POSTCARD,"Flag is used ro incorporate Postcard application into the release.","107-5246: Vodafone MMS Postcard client",KFeatureIdMmsPostcard,1509
__MMS_XID_HEADER_HTTP_FILTER,"Enables inclusion of custom http header on Mms Http Post and Get requests for subscriber identification.","102-2525: CDMA: Configurable HTTP header extension for MMS",KFeatureIdMmsXidHeaderHttpFilter,1520
__MOBILE_ACTIVE_SYNC,"This feature activates the Exchange Active Sync UI.","107-13869: Exchange ActiveSync v2.5",KFeatureIdMobileActiveSync,1651
__MP3,"Device supports MP3 audio codec.",,KFeatureIdMp3,71
__MPEG4_AAC_ENCODING,"Device supports MPEG-4 AAC encoding. Together with feature flag __MPEG4_VIDEO_ENCODING this flag can also enable enconding for MP4 file format.","""101-4965: MPEG-4 encoding to MP4 file format, 101-7851: MPEG4/AAC-LC audio, 107-2794: MPEG-4 AAC-LC encoding""",KFeatureIdMpegAacEncoding,282
__MPEG4_VIDEO_ENCODING,"Device supports MPEG4 encoding.",,KFeatureIdMpeg4VideoEncoding,80
__MROUTER,"Device uses Symbian MRrouter technology for PC connectivity.  If this feature is on the alternative feature __SRCS shall be off.",,KFeatureIdMRouter,14
__MRT_SDK_LIBRARIES,"""MRT libraries: Open C, SSL, GLIB and RGA.""","101-16695: Standard C library support; 106-705: S60 Gaming APIs",KFeatureIdMrtSdkLibraries,1663
__MTP_PROTOCOL_SUPPORT,"Device supports Media Transfer Protocol. Note! This is for Music Player variation only.","107-10930: MTP solution for S60 Music Player",KFeatureIdMtpProtocolSupport,504
__MULTIMEDIA_SHARING,"Multimedia Sharing application.","101-17547: Video / Multimedia sharing",KFeatureIdMultimediaSharing,1656
__MULTIPLE_PROV_CTX,"""Device supports Multiple OMA Provisioning contexts. The feature allows the user to choose which configuration context is currently """"active"""" in order to improve usability by reducing the number of detailed connectivity decisions and processes involved with utilizing services.""",100-5975,KFeatureIdMultipleProvCtx,1059
__NETWORK_REGISTRATION,"This flag defines whether network registration status including roaming information is available from Connection Monitor server component.",,KFeatureIdNetworkRegistration,105
__NEWSTICKER,"""This feature displays a 'CNN type' ticker of text pushed via cell broadcast, onto the idle screen of the phone.""","""102-2152 : """"Rich"""" Cell Broadcast: Message Storage   102- 2153: S60 """"News Ticker"""" application """,KFeatureIdNewsticker,166
__NOT_SUPPORTED_FEATURE1,"This feature will always be off (for testing purposes)",,KFeatureIdNotSupportedFeature1,1001
__NOT_SUPPORTED_FEATURE2,"This feature will always be off (for testing purposes)",,KFeatureIdNotSupportedFeature2,1003
__NO_OTA_CONFIGURATION,"Device does NOT support old OTA configuration which has been replaced by new OMA Provisioning.  To keep compatibility with old mechanism you should set this off  (#undef).",,KFeatureIdNoOtaConfig,1051
__NO_POWERKEY,"""Device does not have dedicated key for power management, but the functionality is combined to some other hard key.""","107-18196: End key usage as power key",KFeatureIdNoPowerkey,1639
__NP_PROXY,"Support for network based positioning methods. All PSYs that implement network based positioning technology shall be hidden behind Network Positioning Proxy.","107-15013: Network positioning proxy",KFeatureIdNpProxy,1598
__OCSP,"Device supports Online Certificate Status Protocol (OCSP). The protocol specifies the syntax for communication between the server (which contains the certificate status) and the client application (which is informed of that status). ",,KFeatureIdOCSP,149
__OFFLINE_MODE,"Device suppors off-line mode. Device can be used off-line and Bluetooth transmitter can be enabled.  RF transmitter can be activated only for emergency calls. ",,KFeatureIdOfflineMode,7
__OMA_EMAIL_NOTIFICATIONS,"""The flag is used for image time variation of the OMA EMN watcher plugin that receives the incoming OMA email notifications. Additionally,it would be used for hiding the EMN functionality from the email settings. ""","101-22830: Enable disabling OMA EMN in operator variants",KFeatureIdOmaEmailNotifications,1633
__OMA_IMPS_12,"Support to OMA IMPS 1.1 and 1.2 protocols.","107-24754: OMA IMPS 1.1/1.2 adaptation for Presence Framework",KFeatureIdOmaImps12,1684
__OMA_IMPS_13,"Support to OMA IMPS 1.3 protocol.","107-24753: OMA IMPS 1.3 adaptation for Presence Framework",KFeatureIdOmaImps13,1685
__OMA_POC,"OMA Push-to-talk over Cellular.","102-1304: OMA PoC functionality in Series 60",KFeatureIdOmaPoc,1538
__OMA_PROV,"""Existing component OMA Provisioning needs to be variated because not all platforms are intended to be used in GSM/UMTS networks, that support the protocol well. For example CDMA network operators use different methods for delivering phone settings. Especially from the 2.7 platform side, this kind of variability has been requested.""",,KFeatureIdOmaProv,228
__OMA_SUPL_PLUGINS,"Device has OMA SUPL variant of SUPL Protocol Plug-in for Common SUPL Framework.",107-11387,KFeatureIdOmaSuplPlugins,1584
__ON_SCREEN_DIALER,"This flag indicates that the dialer.dll is included to the rom image and On-Screen Dialer is used for phone number entering. ","101-12265: Onscreen dialer application for S60 CS Telephony",KFeatureIdOnScreenDialer,1696
__OPENGL_ES_3DAPI,"Device supports OpenGL ES and EGL versions 1.0. This feature enables 3D graphics rendering",,KFeatureIdOpenGLES3DApi,10
__OPENGL_ES_SW_IMPLEMENTATION,"""Device has a software implementation of OpenGL ES and EGL. No hardware support. If __OPENGL_ES_3DAPI is enabled, either HW or SW implementation should exist. If HW is not present, this flag should be enabled.""",,KFeatureIdOpenGLESSWImplementation,210
__OPENVG_SW_IMPLEMENTATION,"""Device has a software implementation of OpenVG API. If no hardware support is present, this flag should be enabled.""","102-3927 PERFORMANCE II: OpenVG 1.0 for S60",KFeatureIdOpenvgSwImplementation,1605
__OPERATOR_CACHE,"Browser application supports persistent cache in addition to default volatile cache.  Contents of this cache will remain from one browser session to the next (also through power cycles of the phone.)",100-6511,KFeatureIdOperatorCache,1071
__OPERATOR_MENU,"""Device contains Operator menu application.  It is a wrapper to Browser application and allows using operator specific application icon (and label), and allows opening wanted URL initially.""",100-6515,KFeatureIdOperatorMenu,1058
__PALETTE_INDEX_ADDRESS_FIXED,"""The flag tells whether the palette index address is defined with #define in palette.cpp or calculated dynamically in run-time, which is slower.""",,KFeatureIdPaletteIndexAddressFixed,1120
__PEN_SUPPORT,"Indicates whether a device has a pen support.",,KFeatureIdPenSupport,410
__PEN_SUPPORT_CALIBRATION,"Touch Screen Calibration application.","101-12218: ScaleII: Request for new application:Touch screen calibration",KFeatureIdPenSupportCalibration,1658
__PHONE_HIDE_MO_DATACALL_NUMBER,"Phone application supports hiding CSD dial-up number. Applicable to devices targeted to United States (US) markets",,KFeatureIdPhoneHideDataCallNbr,90
__PHONE_NUMBER_GROUPING,"""Device supports phone number grouping. Numbers shown in the display (incoming/outgoing call, phone book, recent call lists) and in number editing are grouped for easier readability (format: 1 234 567 8900). Applicable to devices targeted to United States (US) markets. ""","20026; 107-2376: US: Number grouping",KFeatureIdPhoneNumberGrouping,291
__PLUG_AND_PLAY_MOBILE_SERVICES,"Device supports Plug and Play Mobile Services.","101-12637: OMA CP: PnP mobile services",KFeatureIdPlugAndPlayMobileServices,1659
__PRESENCE,"Device supports Presence feature of the Wireless Village initiative. ",,KFeatureIdPresence,36
__PRESENCE_FRAMEWORK,"Presence Framework provides protocol agnostic presence handling services to S60 applications and subsystems. Concrete presence protocols are implemented as plug-ins to Presence Framework. In long run protocol agnostic Presence Framework replaces purely Wireless Village specific presence suppor controlled with __PRESENCE flag.","107-11425: Presence framework",KFeatureIdPresenceFramework,1637
__PRIVACYFRAMEWORK,"Device supports location privacy. It enables controlling end user privacy.  Must always be supported due SDK APIs.",,KFeatureIdPrivacyFramework,115
__PRODUCT_REMCON_TSP,"""A flag to include/exclude S60 default TSP implementation in ROM.When the flag is set on the default remcon TSP implementation is removed from the ROM.""","101-38107: S60 default TSP implementation made variable",KFeatureIdProductRemconTsp,1689
__PROTOCOL_CDMA,"Device supports CDMA cellular stack.",,KFeatureIdProtocolCdma,83
__PROTOCOL_GSM,"Device supports GSM cellular stack.",,KFeatureIdProtocolGsm,81
__PROTOCOL_TDMA,"Device supports TDMA cellular stack.",,KFeatureIdProtocolTdma,84
__PROTOCOL_WCDMA,"Device supports WCDMA cellular stack",,KFeatureIdProtocolWcdma,82
__PROTOCOL_WLAN,"Device supports WLAN protocol.",,KFeatureIdProtocolWlan,109
__PUSH_WHITELIST,"Device supports authentication based on whitelist",,KFeatureIdPushWhiteList,227
__QCELP,"Device supports QCELP","""103-1080,201-1295,103-352,103-145,103-1548,103-146""",KFeatureIdQcelp,281
__QOS,"Device supports Quality of Service (QOS). The QoS is capability of a network to provide better service to selected network traffic.",,KFeatureIdQos,101
__QVGA2_LAYOUT_IN_USE,"""Device uses alternative QVGA layout with smaller fonts, designed for devices having larger physical screen size.""",,KFeatureIdQvga2LayoutInUse,1596
__QWERTY_INPUT,"Indicates whether a device has qwerty keyboard or not.",,KFeatureIdQwertyInput,409
__REAL_PLAYER_AS_DEFAULT,"Defines whether RealOne Player is system default player for certain MIME types. Disabling this flag enables use of another media player.","101-22948: Removal of Dependencies to RealOne Player",KFeatureIdRealPlayerAsDefault,1641
__REMOTE_LOCK,"Device supports remote locking.","107-3825: SECURITY: Remote Locking of the device",KFeatureIdRemoteLock,1652
__REMOTE_STORAGE_FW,"""Flag enable RemoteStorage feature, access to shared file systems like file shared and web servers.""","107-5298: File Sharing; 107-12855: Symbian File Extension",KFeatureIdRemoteStorageFw,1581
__RESTRICTED_CALL_BARRING,"Enables a subset of call barring options to be displayed in GS.","103-2749: S60 i-mode: Call Barring UI Modifications",KFeatureIdRestrictedCallBarring,1608
__RESTRICTED_CALL_DIVERT,"Enables alternative call divert view and handling in GS.","103-2750: S60 i-mode: Call Divert UI Modifications",KFeatureIdRestrictedCallDivert,1609
__RESTRICTED_VOICE_MAIL,"Device has restricted voice mail functionality (no voice mail number setting).","Requirement 107-9010: Charlie i-mode: DCM only: Supplementary Service: Voice mailbox",KFeatureIdRestrictedVoiceMail,1505
__RFID,"Device supports Radio Frequency Identification (RFID) ticket information in Wallet settings.",,KFeatureIdRfid,22
__ROM_HIDE_JERUSALEM,"""This flags controls whether Jerusalem or Tel Aviv appears in the common city list. E.g. in Startup, GS or Clock application.""","TSW Error: EMYP-6N5DPR",,
__RSS_FEEDS,"Device supports Feeds (RSS) functionality.",,KFeatureIdRssFeeds,167
__RTP_STACK,"Device supports RTP.",,KFeatureIdRtpStack,1589
__RV9,"Device supports RealVideo9.",,KFeatureIdRV9,1094
__S60_,"Indicates that S60 release is built",,,
__S60_32__,"Indicates that S60 release 3.2  is built.",,,
__S60_50__,"Indicates that S60 release 5.0  is built.",,,
